ID. Participant ID,,Clip,Start,End,,Rate or restate,E3,E4,e5
NCO1umbrella[S6_ABCD]. the page. [The rain made Barack Obama open his umbrella.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,80,The rain made Barack Obama open his umbrella.,Rate,D,D,C
"NCO1umbrella[S6_ALT]. the page. [The rain made Barack Obama open his umbrella.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,79,The rain made Barack Obama open his umbrella.,Restate,,,
NCO1umbrella[S7_ABCD]. the page. [The rain poured so much that the umbrella opened.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,84,The rain poured so much that the umbrella opened.,Rate,B,B,B
"NCO1umbrella[S7_ALT]. the page. [The rain poured so much that the umbrella opened.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,83,The rain poured so much that the umbrella opened.,Restate,,,
NCO1umbrella[S8_ABCD]. the page. [The rain poured so much that Barack Obama opened his umbrella.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,97,The rain poured so much that Barack Obama opened his umbrella.,Rate,C,D,D
"NCO1umbrella[S8_ALT]. the page. [The rain poured so much that Barack Obama opened his umbrella.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,96,The rain poured so much that Barack Obama opened his umbrella.,Restate,,,
NCO1umbrella[S9_ABCD]. the page. [The rain opened the umbrella.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NCO1umbrella,35,64,The rain opened the umbrella.,Rate,B,B,B
"NCO1umbrella[S9_ALT]. the page. [The rain opened the umbrella.][Is there a way you could make this description better, maybe by changing a word?]",,NCO1umbrella,34,63,The rain opened the umbrella.,Restate,,,
HCOI3plate[S1_ABCD]. the page. [The woman broke the plate because the man told her to break it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,96,The woman broke the plate because the man told her to break it.,Rate,D,D,C
"HCOI3plate[S1_ALT]. the page. [The woman broke the plate because the man told her to break it.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,95,The woman broke the plate because the man told her to break it.,Restate,,,
HCOI3plate[S2_ABCD]. the page. [The plate broke because of the man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,68,The plate broke because of the man.,Rate,B,C,B
"HCOI3plate[S2_ALT]. the page. [The plate broke because of the man.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,67,The plate broke because of the man.,Restate,,,
HCOI3plate[S3_ABCD]. the page. [The man caused the plate to break.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,67,The man caused the plate to break.,Rate,C,C,B
"HCOI3plate[S3_ALT]. the page. [The man caused the plate to break.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,66,The man caused the plate to break.,Restate,,,
HCOI3plate[S4_ABCD]. the page. [The man caused the woman to break the plate.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,77,The man caused the woman to break the plate.,Rate,C,C,D
"HCOI3plate[S4_ALT]. the page. [The man caused the woman to break the plate.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,76,The man caused the woman to break the plate.,Restate,,,
HCOI3plate[S5_ABCD]. the page. [The man made the plate break.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,62,The man made the plate break.,Rate,B,C,B
"HCOI3plate[S5_ALT]. the page. [The man made the plate break.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,61,The man made the plate break.,Restate,,,
HCOI3plate[S6_ABCD]. the page. [The man made the woman break the plate.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,72,The man made the woman break the plate.,Rate,C,D,C
"HCOI3plate[S6_ALT]. the page. [The man made the woman break the plate.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,71,The man made the woman break the plate.,Restate,,,
HCOI3plate[S7_ABCD]. the page. [The man broke the plate into pieces.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,69,The man broke the plate into pieces.,Rate,B,B,B
"HCOI3plate[S7_ALT]. the page. [The man broke the plate into pieces.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,68,The man broke the plate into pieces.,Restate,,,
HCOI3plate[S8_ABCD]. the page. [The man broke the plate.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI3plate,33,57,The man broke the plate.,Rate,B,B,B
"HCOI3plate[S8_ALT]. the page. [The man broke the plate.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plate,32,56,The man broke the plate.,Restate,,,
UO3ball[S1_ABCD]. the page. [The ball went into the hallway because the woman kicked it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UO3ball,30,89,The ball went into the hallway because the woman kicked it.,Rate,D,D,B
"UO3ball[S1_ALT]. the page. [The ball went into the hallway because the woman kicked it.][Is there a way you could make this description better, maybe by changing a word?]",,UO3ball,29,88,The ball went into the hallway because the woman kicked it.,Restate,,,
UO3ball[S2_ABCD]. the page. [The ball went into the hallway because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UO3ball,30,82,The ball went into the hallway because of the woman.,Rate,C,D,C
"UO3ball[S2_ALT]. the page. [The ball went into the hallway because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,UO3ball,29,81,The ball went into the hallway because of the woman.,Restate,,,
UO3ball[S3_ABCD]. the page. [The woman caused the ball to go into the hall.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UO3ball,30,76,The woman caused the ball to go into the hall.,Rate,C,D,D
"UO3ball[S3_ALT]. the page. [The woman caused the ball to go into the hall.][Is there a way you could make this description better, maybe by changing a word?]",,UO3ball,29,75,The woman caused the ball to go into the hall.,Restate,,,
UO3ball[CONTROL_ABCD]. the page. [The woman caught the ball with her hands.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UO3ball,35,76,The woman caught the ball with her hands.,Rate,B,B,B
"UO3ball[CONTROL_ALT]. the page. [The woman caught the ball with her hands.][Is there a way you could make this description better, maybe by changing a word?]",,UO3ball,34,75,The woman caught the ball with her hands.,Restate,,,
UO3ball[S5_ABCD]. the page. [The woman made the ball go into the hall.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UO3ball,30,71,The woman made the ball go into the hall.,Rate,D,D,C
"UO3ball[S5_ALT]. the page. [The woman made the ball go into the hall.][Is there a way you could make this description better, maybe by changing a word?]",,UO3ball,29,70,The woman made the ball go into the hall.,Restate,,,
UO3ball[S6_ABCD]. the page. [The woman kicked the ball into the hallway.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UO3ball,30,73,The woman kicked the ball into the hallway.,Rate,D,D,B
"UO3ball[S6_ALT]. the page. [The woman kicked the ball into the hallway.][Is there a way you could make this description better, maybe by changing a word?]",,UO3ball,29,72,The woman kicked the ball into the hallway.,Restate,,,
UUO2paper[S1_ABCD]. the page. [The woman scared the man into tearing the newspaper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,84,The woman scared the man into tearing the newspaper.,Rate,D,C,B
"UUO2paper[S1_ALT]. the page. [The woman scared the man into tearing the newspaper.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,83,The woman scared the man into tearing the newspaper.,Restate,,,
UUO2paper[S2_ABCD]. the page. [The man tore the newspaper because the woman sneezed.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,85,The man tore the newspaper because the woman sneezed.,Rate,D,D,D
"UUO2paper[S2_ALT]. the page. [The man tore the newspaper because the woman sneezed.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,84,The man tore the newspaper because the woman sneezed.,Restate,,,
UUO2paper[S3_ABCD]. the page. [The man tore the newspaper because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,80,The man tore the newspaper because of the woman.,Rate,D,D,C
"UUO2paper[S3_ALT]. the page. [The man tore the newspaper because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,79,The man tore the newspaper because of the woman.,Restate,,,
UUO2paper[S4_ABCD]. the page. [The woman caused the newspaper to tear.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,71,The woman caused the newspaper to tear.,Rate,C,C,C
"UUO2paper[S4_ALT]. the page. [The woman caused the newspaper to tear.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,70,The woman caused the newspaper to tear.,Restate,,,
UUO2paper[S5_ABCD]. the page. [The woman caused the man to tear the newspaper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,79,The woman caused the man to tear the newspaper.,Rate,C,D,D
"UUO2paper[S5_ALT]. the page. [The woman caused the man to tear the newspaper.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,78,The woman caused the man to tear the newspaper.,Restate,,,
UUO2paper[CONTROL_ABCD]. the page. [The woman gave the man a piece of newspaper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,37,81,The woman gave the man a piece of newspaper.,Rate,B,B,B
"UUO2paper[CONTROL_ALT]. the page. [The woman gave the man a piece of newspaper.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,36,80,The woman gave the man a piece of newspaper.,Restate,,,
UUO2paper[S7_ABCD]. the page. [The woman made the newspaper tear.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,66,The woman made the newspaper tear.,Rate,B,C,B
"UUO2paper[S7_ALT]. the page. [The woman made the newspaper tear.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,65,The woman made the newspaper tear.,Restate,,,
UUO2paper[S8_ABCD]. the page. [The woman made the man tear the newspaper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,74,The woman made the man tear the newspaper.,Rate,C,D,B
"UUO2paper[S8_ALT]. the page. [The woman made the man tear the newspaper.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,73,The woman made the man tear the newspaper.,Restate,,,
UUO2paper[S9_ABCD]. the page. [The woman tore the newspaper in half.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,32,69,The woman tore the newspaper in half.,Rate,B,B,B
"UUO2paper[S9_ALT]. the page. [The woman tore the newspaper in half.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,31,68,The woman tore the newspaper in half.,Restate,,,
UUO2paper[S10_ABCD]. the page. [The woman sneezed so loudly that the man tore the newspaper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,33,93,The woman sneezed so loudly that the man tore the newspaper.,Rate,D,D,D
"UUO2paper[S10_ALT]. the page. [The woman sneezed so loudly that the man tore the newspaper.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,32,92,The woman sneezed so loudly that the man tore the newspaper.,Restate,,,
UUO2paper[S11_ABCD]. the page. [The woman tore the newspaper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UUO2paper,33,62,The woman tore the newspaper.,Rate,B,B,B
"UUO2paper[S11_ALT]. the page. [The woman tore the newspaper.][Is there a way you could make this description better, maybe by changing a word?]",,UUO2paper,32,61,The woman tore the newspaper.,Restate,,,
HCO4ball[S1_ABCD]. the page. [The man threw the ball into the box because the woman told him to.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,97,The man threw the ball into the box because the woman told him to.,Rate,D,D,C
"HCO4ball[S1_ALT]. the page. [The man threw the ball into the box because the woman told him to.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,96,The man threw the ball into the box because the woman told him to.,Restate,,,
HCO4ball[S2_ABCD]. the page. [The ball went into the box because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,79,The ball went into the box because of the woman.,Rate,C,D,B
"HCO4ball[S2_ALT]. the page. [The ball went into the box because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,78,The ball went into the box because of the woman.,Restate,,,
HCO4ball[S3_ABCD]. the page. [The woman caused the ball to go into the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,76,The woman caused the ball to go into the box.,Rate,B,C,C
"HCO4ball[S3_ALT]. the page. [The woman caused the ball to go into the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,75,The woman caused the ball to go into the box.,Restate,,,
HCO4ball[S4_ABCD]. the page. [The woman caused the man to throw the ball into the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,87,The woman caused the man to throw the ball into the box.,Rate,C,D,D
"HCO4ball[S4_ALT]. the page. [The woman caused the man to throw the ball into the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,86,The woman caused the man to throw the ball into the box.,Restate,,,
"HCO4ball[S5_ABCD]. the page. [The woman told the man to throw the soccer ball into the box, so he threw it into the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,HCO4ball,31,121,"The woman told the man to throw the soccer ball into the box, so he threw it into the box.",Rate,D,D,C
"HCO4ball[S5_ALT]. the page. [The woman told the man to throw the soccer ball into the box, so he threw it into the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,120,"The woman told the man to throw the soccer ball into the box, so he threw it into the box.",Restate,,,
HCO4ball[S6_ABCD]. the page. [The woman made the ball go into the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,71,The woman made the ball go into the box.,Rate,B,C,C
"HCO4ball[S6_ALT]. the page. [The woman made the ball go into the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,70,The woman made the ball go into the box.,Restate,,,
HCO4ball[S7_ABCD]. the page. [The woman made the man throw the ball into the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,82,The woman made the man throw the ball into the box.,Rate,C,D,D
"HCO4ball[S7_ALT]. the page. [The woman made the man throw the ball into the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,81,The woman made the man throw the ball into the box.,Restate,,,
HCO4ball[S8_ABCD]. the page. [The woman threw the ball into the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCO4ball,31,69,The woman threw the ball into the box.,Rate,B,B,B
"HCO4ball[S8_ALT]. the page. [The woman threw the ball into the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ball,30,68,The woman threw the ball into the box.,Restate,,,
HM2strongman[S1_ABCD]. the page. [The smaller man flew across the room because the bigger man threw him.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM2strongman,35,105,The smaller man flew across the room because the bigger man threw him.,Rate,C,D,D
"HM2strongman[S1_ALT]. the page. [The smaller man flew across the room because the bigger man threw him.][Is there a way you could make this description better, maybe by changing a word?]",,HM2strongman,34,104,The smaller man flew across the room because the bigger man threw him.,Restate,,,
HM2strongman[S2_ABCD]. the page. [The smaller man flew across the room because of the bigger man.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM2strongman,35,98,The smaller man flew across the room because of the bigger man.,Rate,C,D,C
"HM2strongman[S2_ALT]. the page. [The smaller man flew across the room because of the bigger man.][Is there a way you could make this description better, maybe by changing a word?]",,HM2strongman,34,97,The smaller man flew across the room because of the bigger man.,Restate,,,
HM2strongman[S3_ABCD]. the page. [The bigger man caused the smaller man to travel across the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM2strongman,35,99,The bigger man caused the smaller man to travel across the room.,Rate,C,D,D
"HM2strongman[S3_ALT]. the page. [The bigger man caused the smaller man to travel across the room.][Is there a way you could make this description better, maybe by changing a word?]",,HM2strongman,34,98,The bigger man caused the smaller man to travel across the room.,Restate,,,
HM2strongman[S4_ABCD]. the page. [The bigger man made the smaller man travel across the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM2strongman,35,94,The bigger man made the smaller man travel across the room.,Rate,C,D,C
"HM2strongman[S4_ALT]. the page. [The bigger man made the smaller man travel across the room.][Is there a way you could make this description better, maybe by changing a word?]",,HM2strongman,34,93,The bigger man made the smaller man travel across the room.,Restate,,,
HM2strongman[S5_ABCD]. the page. [The bigger man threw the smaller man across the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM2strongman,35,88,The bigger man threw the smaller man across the room.,Rate,D,D,D
"HM2strongman[S5_ALT]. the page. [The bigger man threw the smaller man across the room.][Is there a way you could make this description better, maybe by changing a word?]",,HM2strongman,34,87,The bigger man threw the smaller man across the room.,Restate,,,
HM2strongman[S6_ABCD]. the page. [The bigger man threw the smaller man so hard that he flew across the room.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HM2strongman,35,109,The bigger man threw the smaller man so hard that he flew across the room.,Rate,C,D,D
"HM2strongman[S6_ALT]. the page. [The bigger man threw the smaller man so hard that he flew across the room.][Is there a way you could make this description better, maybe by changing a word?]",,HM2strongman,34,108,The bigger man threw the smaller man so hard that he flew across the room.,Restate,,,
UU1yawn[S1_ABCD]. the page. [The man yawned because the woman yawned.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU1yawn,30,70,The man yawned because the woman yawned.,Rate,D,D,D
"UU1yawn[S1_ALT]. the page. [The man yawned because the woman yawned.][Is there a way you could make this description better, maybe by changing a word?]",,UU1yawn,29,69,The man yawned because the woman yawned.,Restate,,,
UU1yawn[S2_ABCD]. the page. [The man yawned because of the woman.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU1yawn,30,66,The man yawned because of the woman.,Rate,C,D,C
"UU1yawn[S2_ALT]. the page. [The man yawned because of the woman.][Is there a way you could make this description better, maybe by changing a word?]",,UU1yawn,29,65,The man yawned because of the woman.,Restate,,,
UU1yawn[S3_ABCD]. the page. [The woman caused the man to yawn.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU1yawn,30,63,The woman caused the man to yawn.,Rate,D,D,D
"UU1yawn[S3_ALT]. the page. [The woman caused the man to yawn.][Is there a way you could make this description better, maybe by changing a word?]",,UU1yawn,29,62,The woman caused the man to yawn.,Restate,,,
UU1yawn[CONTROL_ABCD]. the page. [The man told the woman a joke.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU1yawn,35,65,The man told the woman a joke.,Rate,B,B,B
"UU1yawn[CONTROL_ALT]. the page. [The man told the woman a joke.][Is there a way you could make this description better, maybe by changing a word?]",,UU1yawn,34,64,The man told the woman a joke.,Restate,,,
UU1yawn[S5_ABCD]. the page. [The woman made the man yawn.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,UU1yawn,30,58,The woman made the man yawn.,Rate,D,D,C
"UU1yawn[S5_ALT]. the page. [The woman made the man yawn.][Is there a way you could make this description better, maybe by changing a word?]",,UU1yawn,29,57,The woman made the man yawn.,Restate,,,
NC1tsunamiB[S1_ABCD]. the page. [A man saw a big wave coming towards him so he ran.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,NC1tsunamiB,34,84,A man saw a big wave coming towards him so he ran.,Rate,D,D,D
"NC1tsunamiB[S1_ALT]. the page. [A man saw a big wave coming towards him so he ran.][Is there a way you could make this description better, maybe by changing a word?]",,NC1tsunamiB,33,83,A man saw a big wave coming towards him so he ran.,Restate,,,
"UC1singB[S1_ABCD]. the page. [The woman sang, and so another woman became irritated, so she walked away.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,UC1singB,31,105,"The woman sang, and so another woman became irritated, so she walked away.",Rate,D,C,D
"UC1singB[S1_ALT]. the page. [The woman sang, and so another woman became irritated, so she walked away.][Is there a way you could make this description better, maybe by changing a word?]",,UC1singB,30,104,"The woman sang, and so another woman became irritated, so she walked away.",Restate,," The woman sang and another woman became irritated, so she walked away. ",
HCOI2paperB[S1_ABCD]. the page. [A woman gestured to cut the paper so another woman took the scissors and cut the paper.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)],,HCOI2paperB,34,121,A woman gestured to cut the paper so another woman took the scissors and cut the paper.,Rate,D,D,D
"HCOI2paperB[S1_ALT]. the page. [A woman gestured to cut the paper so another woman took the scissors and cut the paper.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI2paperB,33,120,A woman gestured to cut the paper so another woman took the scissors and cut the paper.,Restate,,,
"HCO2paperB[S1_ABCD]. the page. [The woman told the other woman to rip the paper in half, so she ripped it.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,HCO2paperB,33,107,"The woman told the other woman to rip the paper in half, so she ripped it.",Rate,D,D,C
"HCO2paperB[S1_ALT]. the page. [The woman told the other woman to rip the paper in half, so she ripped it.][Is there a way you could make this description better, maybe by changing a word?]",,HCO2paperB,32,106,"The woman told the other woman to rip the paper in half, so she ripped it.",Restate,,,
"HCOI3plateB[S1_ABCD]. the page. [A man told a woman, take the broom, smash the plate, so she took the broom, smashed the plate.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,HCOI3plateB,34,128,"A man told a woman, take the broom, smash the plate, so she took the broom, smashed the plate.",Rate,D,A,C
"HCOI3plateB[S1_ALT]. the page. [A man told a woman, take the broom, smash the plate, so she took the broom, smashed the plate.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plateB,33,127,"A man told a woman, take the broom, smash the plate, so she took the broom, smashed the plate.",Restate,," A man told a woman, take the broom and smash the plate, so she took the broom and smashed the plate. ",
"HCOI3plateB[S2_ABCD]. the page. [A man gestured at a broom so a woman picked up the broom and whacked a plate, breaking it into pieces.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,HCOI3plateB,34,136,"A man gestured at a broom so a woman picked up the broom and whacked a plate, breaking it into pieces.",Rate,C,D,D
"HCOI3plateB[S2_ALT]. the page. [A man gestured at a broom so a woman picked up the broom and whacked a plate, breaking it into pieces.][Is there a way you could make this description better, maybe by changing a word?]",,HCOI3plateB,33,135,"A man gestured at a broom so a woman picked up the broom and whacked a plate, breaking it into pieces.",Restate,,,
"HCO4ballB[S1_ABCD]. the page. [A woman told a man to put a soccer ball in a box, so he put it in the box.][Enter one of: A: Not an English sentence B: False C: Misleading D: Good :-)]",,HCO4ballB,32,106,"A woman told a man to put a soccer ball in a box, so he put it in the box.",Rate,D,D,C
"HCO4ballB[S1_ALT]. the page. [A woman told a man to put a soccer ball in a box, so he put it in the box.][Is there a way you could make this description better, maybe by changing a word?]",,HCO4ballB,31,105,"A woman told a man to put a soccer ball in a box, so he put it in the box.",Restate,,,
interviewtime. Total time,,,,,,,2541.9,3828.68,3750.8
groupTime1113. Group time: ID,,,,,,,,,
IDTime. Question time: ID,,,,,,,4.23,7.07,1326.53
groupTime1114. Group time: TRAINING,,,,,,,,,
TRAINING1Time. Question time: TRAINING1,,,,,,,32.64,120.58,141.52
TRAINING2Time. Question time: TRAINING2,,,,,,,25.89,165.13,83.6
groupTime1115. Group time: GROUP A RESPONSES,,,,,,,,,
HO6paperTime. Question time: HO6paper,,,,,,,63.24,161.39,103.85
HC1leaveTime. Question time: HC1leave,,,,,,,26.76,84.02,87.9
HOIproc1swingTime. Question time: HOIproc1swing,,,,,,,81.7,21.57,57.39
HUO3paperTime. Question time: HUO3paper,,,,,,,85.64,268.14,77.69
HO2eggTime. Question time: HO2egg,,,,,,,55.94,67.22,60.4
NM2reporterTime. Question time: NM2reporter,,,,,,,34.34,47.46,44.38
HOI4ballTime. Question time: HOI4ball,,,,,,,60.85,138.22,56.89
HO5cuptowerTime. Question time: HO5cuptower,,,,,,,57.08,78.75,56.26
UO1eggTime. Question time: UO1egg,,,,,,,70.65,58.55,53.9
UM3faintTime. Question time: UM3faint,,,,,,,49.77,59.74,40.82
HMO4cupsTime. Question time: HMO4cups,,,,,,,128.77,94.68,62.68
HU2scareTime. Question time: HU2scare,,,,,,,90.15,229.52,46.55
UO2paperTime. Question time: UO2paper,,,,,,,55.66,35.12,36.25
HCO3eggnewTime. Question time: HCO3eggnew,,,,,,,51.04,112.6,58.31
NC1tsunamiTime. Question time: NC1tsunami,,,,,,,46.55,90.19,65.51
HOI3plateTime. Question time: HOI3plate,,,,,,,51.06,91.26,48.85
UC1singTime. Question time: UC1sing,,,,,,,55.76,52.78,52.86
HCOI2paperTime. Question time: HCOI2paper,,,,,,,90.17,124.34,80.59
HO4ballTime. Question time: HO4ball,,,,,,,39.43,145.06,30.18
HM1fallTime. Question time: HM1fall,,,,,,,58.39,56.4,45.02
UMO2cupsTime. Question time: UMO2cups,,,,,,,60.73,140.38,61.08
NM4umbrellaTime. Question time: NM4umbrella,,,,,,,27.49,54.69,29.92
HOI1paperTime. Question time: HOI1paper,,,,,,,35.74,62.53,37.99
HUO2cupsTime. Question time: HUO2cups,,,,,,,47.14,52.53,46.85
UM1asleepTime. Question time: UM1asleep,,,,,,,94.31,55.8,53.79
NU1thunderTime. Question time: NU1thunder,,,,,,,24.46,33.11,26.17
HMO3paperTime. Question time: HMO3paper,,,,,,,64.31,80.66,47.81
HOproc1swingTime. Question time: HOproc1swing,,,,,,,42.48,38.58,26.24
HCO2paperTime. Question time: HCO2paper,,,,,,,65.39,88.25,47.1
UM2overboardTime. Question time: UM2overboard,,,,,,,62.86,98.72,39.86
UOproc1swingTime. Question time: UOproc1swing,,,,,,,37.25,29.45,33.24
HC2sitTime. Question time: HC2sit,,,,,,,43.73,52.61,31.12
HCOproc1swingTime. Question time: HCOproc1swing,,,,,,,65.67,73.05,48.02
UOI1cuptowerTime. Question time: UOI1cuptower,,,,,,,64.37,24.74,41.2
UU2sneezeTime. Question time: UU2sneeze,,,,,,,38.16,60.46,47.53
HU1laughnewTime. Question time: HU1laughnew,,,,,,,30.38,23.99,28.97
NCO1umbrellaTime. Question time: NCO1umbrella,,,,,,,41.3,70.43,37.7
HCOI3plateTime. Question time: HCOI3plate,,,,,,,51.72,65.69,50.69
UO3ballTime. Question time: UO3ball,,,,,,,37.48,34.16,35.6
UUO2paperTime. Question time: UUO2paper,,,,,,,55.66,72.89,50.06
HCO4ballTime. Question time: HCO4ball,,,,,,,36.99,43.66,40.29
HM2strongmanTime. Question time: HM2strongman,,,,,,,67.14,68.24,44.72
UU1yawnTime. Question time: UU1yawn,,,,,,,42.6,24.23,34.89
groupTime1116. Group time: GROUP B RESPONSES,,,,,,,,,
NC1tsunamiBTime. Question time: NC1tsunamiB,,,,,,,18.12,27.18,16.09
UC1singBTime. Question time: UC1singB,,,,,,,13.73,60.26,19.23
HCOI2paperBTime. Question time: HCOI2paperB,,,,,,,15.1,10.73,15.11
HCO2paperBTime. Question time: HCO2paperB,,,,,,,10.41,6.56,9.49
HCOI3plateBTime. Question time: HCOI3plateB,,,,,,,21.77,58.26,20.95
HCO4ballBTime. Question time: HCO4ballB,,,,,,,9.7,7.05,11.16
